TransactionID,CustomerID,Date,Amount,TransactionType,TransactionStatus,Currency,Location,Device,Reference Number
533,1145,15-05-2022,9355.57,Withdrawal,Cancelled,GBP,Jacksontown,Branch,10450ae8-556d-4854-add5-75e162da9933
1208,919,17-10-2023,9601.71,Withdrawal,Cancelled,GBP,Jacksonville,Online,5a23403a-9c9c-4301-b05a-633e12b59e66
1269,890,19-05-2023,5351.67,Transfer,Pending,USD,Jacobborough,ATM,fdd931d9-0943-4188-91b4-977a938f3a42
730,786,21-08-2022,1977.92,Deposit,Completed,USD,Jacobport,Online,0fa5e826-8242-4642-9af3-fcc445d511ee
52,448,21-06-2023,2259.92,Payment,Cancelled,GBP,Jacobsmouth,Branch,f365551d-1a33-4121-bbc4-dc618afa996d
430,544,25-05-2023,4994.99,Withdrawal,Pending,EUR,Jacobton,Branch,733d2d70-5dbf-4d5f-a011-8a4309daffe6
837,1990,14-03-2023,6520.24,Withdrawal,Pending,EUR,Jameschester,ATM,a4122d4d-d7a9-46a1-93e3-633caba59c66
1127,1277,13-04-2022,8631.34,Transfer,Pending,GBP,Jameschester,Online,ad5d2233-992f-4da7-ba2e-cd284992c0db
537,1834,16-10-2022,6000.93,Deposit,Pending,INR,Jamesfurt,Online,5463a8df-bc70-4031-b554-cae992d9ff95
56,719,15-08-2023,5482.84,Deposit,Pending,GBP,Jamesmouth,Online,148ff3b2-34e1-4334-b0e2-a9ed14f7a8b7
1959,228,25-11-2022,9285.52,Withdrawal,Completed,GBP,Jamestown,Online,f1dbbaf0-218a-4836-9915-44a6a6da5d8c
452,1888,14-06-2022,7678.83,Withdrawal,Cancelled,INR,Jamesview,Branch,9ac9198b-493a-4bb6-857e-c2e3a8aabd41
474,1209,07-02-2023,4904.91,Payment,Completed,GBP,Jamesview,ATM,a4a061f0-3b3a-4925-b5ea-2927a7494128
38,484,25-09-2022,7621.78,Deposit,Pending,EUR,Jamieville,ATM,7bcc56c7-3868-4b70-ac91-739017041c57
1686,702,25-07-2023,934.68,Transfer,Completed,GBP,Janeshire,ATM,fbd2dbc9-1202-48c2-8ce1-6575a22ebe8c
177,1079,21-08-2022,5843.82,Transfer,Pending,EUR,Janicechester,Branch,e290c583-bc03-4929-937a-14bc80743771
943,524,24-06-2022,5899.83,Payment,Cancelled,GBP,Jaredbury,Branch,903055eb-b6db-436f-a5ea-80e39e761eb2
1319,576,11-01-2024,5860.65,Payment,Pending,USD,Jaredfurt,Branch,4f20b5a7-d3b0-4e54-adf9-c1796a345d59
706,29,29-12-2023,5999.07,Payment,Pending,USD,Jasmineborough,Branch,e486c8a3-1841-4d0d-9747-2a2dde6d864c
1498,640,09-10-2023,813.43,Deposit,Cancelled,EUR,Jasminetown,Branch,71b45ce8-f059-4ef6-bde7-3a85cc4d7f9e
1367,1953,18-03-2023,7833.85,Payment,Cancelled,EUR,Jasonfort,Branch,01cdb34d-aad6-4d99-a4b2-f2a8d02d0917
1486,1530,25-08-2022,4854.11,Withdrawal,Pending,INR,Jasonport,Online,b0514b4d-04a6-4816-800e-b1507efa6793
205,500,26-11-2022,4151.46,Transfer,Completed,EUR,Javierland,Branch,b7b59ea9-7a17-4bb1-8813-a0258017db67
566,1340,05-03-2023,1797.63,Withdrawal,Cancelled,GBP,Jayburgh,Online,b175fc06-67f7-43f8-9ad0-5f8abdfe4673
1918,1738,28-12-2023,659.7,Deposit,Completed,GBP,Jeanettebury,ATM,11df2a3c-1184-4df4-a0f1-14b0a264aee8
1932,834,07-03-2022,3436.63,Payment,Completed,GBP,Jeannemouth,Branch,253f51e2-f517-4693-8445-57d356a2457e
1781,1922,19-12-2023,3902.3,Payment,Completed,USD,Jefferyberg,ATM,9228e004-e11a-407d-bdb5-8bbcc0f9f33b
89,239,17-06-2022,298.95,Deposit,Pending,GBP,Jeffreyville,Branch,1b7d875c-e41a-481f-8013-ebbcffae056a
1061,358,21-06-2022,1713.83,Deposit,Cancelled,USD,Jenkinsburgh,ATM,31f61208-e841-409d-b54d-209b0f5fcb3e
1773,1519,03-01-2023,5001.16,Withdrawal,Pending,GBP,Jenkinshaven,Online,c5d56d4a-867c-43be-978a-9fd14d366e59
585,516,24-08-2022,3701.89,Payment,Cancelled,EUR,Jennafort,Online,19646443-3138-4641-98eb-c887dbd0498a
1751,374,06-05-2022,1680.16,Transfer,Completed,USD,Jenniferfurt,Branch,2e44a0fa-2b62-49cc-8f58-90ab7cf2862d
1005,1601,16-03-2023,3638.7,Transfer,Pending,INR,Jenniferhaven,Branch,77295906-c724-44fd-915e-b70c088bc3bc
1708,448,23-02-2023,9105.29,Withdrawal,Pending,INR,Jenniferhaven,Branch,af3904a2-2dea-4d3b-98fb-4fed58b15ee7
317,1748,01-01-2023,7942.12,Deposit,Completed,GBP,Jenniferland,Online,e271d3f6-feac-4d11-a229-907dff9427a3
1719,36,25-02-2022,2339.77,Deposit,Completed,USD,Jennifermouth,Online,a4e2619c-107d-4bb4-a48a-e4fe95912c8b
1927,921,05-03-2022,8742.59,Deposit,Pending,EUR,Jennifermouth,Branch,c3cc3cf6-8c8d-4840-98dc-4db070edc43e
1599,34,29-12-2022,7851.62,Payment,Cancelled,GBP,Jennifershire,ATM,5583c637-126b-432d-baa2-297d3541d68c
103,322,11-12-2022,5057.01,Transfer,Cancelled,GBP,Jenniferstad,Branch,2d673a24-85a7-4836-a21c-9006cf8180f1
635,1773,23-12-2023,1182.1,Payment,Completed,GBP,Jeremiahhaven,Online,2a76c3b3-83a3-4f14-bb65-a6e597cf8abc
536,738,16-03-2022,9133.35,Withdrawal,Pending,USD,Jeremyport,ATM,beed196d-8b2e-4bc8-8c28-b45605b657a6
701,1457,24-06-2022,1437.55,Transfer,Cancelled,USD,Jeromechester,ATM,c58a93b9-05f8-48e4-91b1-cdd3556b4445
322,830,27-10-2022,3924.16,Transfer,Cancelled,GBP,Jerrybury,Branch,782584df-fe94-4dec-9dff-e9c0ee11c58c
822,320,06-01-2024,4241.55,Withdrawal,Pending,INR,Jessicaberg,ATM,2c0eedca-a21f-448d-a6ea-a09b403805a5
1448,1733,31-01-2022,6447.3,Payment,Pending,USD,Jessicaburgh,Branch,32b25667-d35c-40ab-b9af-40b60af4ef29
1793,236,24-09-2023,7341.22,Payment,Completed,INR,Jessicahaven,Online,5d6da351-a6a3-4f80-82d0-30a80e6c7d5f
1156,1494,20-11-2023,4217.8,Withdrawal,Completed,GBP,Jessicaton,Online,cd89591d-ceac-4649-b0aa-4d315a9ab9f2
1890,203,28-10-2022,3026.33,Transfer,Cancelled,USD,Jessicaton,Online,f8a956e8-147d-413c-8d49-3b8bfb2a87bf
20,1941,22-06-2022,7266.23,Deposit,Completed,USD,Jessicaville,ATM,6fa98eb3-e234-4f29-ba5c-fe48e00e87d0
488,932,03-04-2023,8350.58,Transfer,Cancelled,USD,Jillianport,ATM,8ffa6b8c-b28a-42fe-b969-fd79cd1b3d54
802,1275,01-12-2022,9953.39,Transfer,Pending,INR,Joelberg,ATM,56567cdb-1d88-4fb5-bdeb-2207436c5c43
817,1969,03-04-2023,4650.22,Deposit,Cancelled,USD,Johnborough,ATM,25a72f06-0f6c-49db-ae3b-4617db3a2ecd
504,331,05-11-2022,140.45,Payment,Pending,GBP,Johnburgh,ATM,98b74ed4-a877-441c-9655-f61950405116
819,1594,05-09-2023,9086.75,Payment,Pending,INR,Johnfort,ATM,ee74022c-710d-44af-b7c6-67dd9b24e9ed
1504,49,07-07-2023,7498.15,Withdrawal,Cancelled,GBP,Johnmouth,ATM,07d3624c-d36b-4f6e-8ddf-a3f9ae907130
1878,820,25-09-2022,5860.69,Withdrawal,Cancelled,USD,Johnmouth,ATM,7528e878-ded0-4a20-a3ac-97022a965e2d
571,957,19-06-2023,2721.51,Deposit,Completed,EUR,Johnnybury,Branch,1aef6f20-a794-48fd-99ee-74974f12f796
257,1425,09-01-2024,5761.77,Deposit,Completed,EUR,Johnside,ATM,563eb22d-4b8f-42f9-86ca-ec2a609e20e7
1126,1243,09-06-2023,8292.42,Transfer,Cancelled,INR,Johnside,ATM,674e39d6-482f-4b1f-a916-ac53e80d0454
787,405,10-11-2023,284.93,Payment,Pending,EUR,Johnsonborough,Online,74c976a6-9c44-41ff-a066-8b077e311b39
1894,712,25-04-2022,3119.33,Deposit,Pending,INR,Johnsonborough,ATM,e52951bd-8279-4001-9394-2a6a56978d2b
507,1575,25-12-2022,5860.39,Payment,Completed,USD,Johnsonbury,ATM,534d8e0c-9b47-4c13-a19e-77d503d3e8fd
1423,185,11-09-2023,3350.21,Payment,Completed,INR,Johnsonbury,Branch,64fdd0e2-bcfa-46fc-b50d-3da2b90d2ea1
406,447,26-11-2023,6110.61,Deposit,Completed,INR,Johnsonfurt,Branch,35aea55f-42c6-43f2-8d33-bbb8a2e787ab
824,91,02-09-2022,2924.96,Withdrawal,Pending,EUR,Johnsonfurt,Branch,fdd19f1b-2730-4b56-a6e9-cec0be28950d
435,550,18-03-2022,9431.64,Payment,Pending,INR,Johnsonport,Online,39470719-26b7-46d2-afd0-79b8f8858c2c
1481,1539,17-11-2023,5611.02,Transfer,Pending,USD,Johnsonport,ATM,d1153f84-8db5-4531-b443-196f11502379
49,884,15-04-2023,5971.95,Deposit,Pending,EUR,Johnsonshire,ATM,d5a68ed5-8406-4b4a-aa82-c3ac945a59e6
1674,1940,09-10-2023,8495.74,Payment,Completed,USD,Johnsonton,ATM,bb0ebbfd-6885-431b-adda-281cb7b1fbf6
1152,44,22-12-2023,5572.93,Payment,Cancelled,INR,Johnstonburgh,ATM,1b4e2edd-5e0d-432d-86d8-7366130fe35f
1284,1372,12-04-2023,3570.16,Withdrawal,Completed,EUR,Johnstonville,ATM,59b995eb-9009-49da-ab78-bdaf1cedf4cb
1605,1558,30-12-2022,6918.48,Deposit,Pending,EUR,Johnstonville,Branch,d8f279bd-32aa-48dc-87a8-6adb42260980
1915,624,08-04-2022,8413.92,Deposit,Cancelled,USD,Jonathanfort,Branch,f8100d7d-a042-44e7-80a0-adfe96cbb66b
115,1093,29-05-2023,5226.24,Payment,Completed,EUR,Jonathantown,Online,f125fcfb-7169-40ee-9180-f5e07e3b746c
993,1417,18-04-2022,8763.06,Deposit,Completed,EUR,Joneshaven,ATM,73be21a7-ac17-4658-8047-e14b80bbdb1f
1369,699,05-12-2023,4778.89,Payment,Cancelled,EUR,Jonesmouth,ATM,2ee2c154-f210-4349-a074-1f0c8d812acb
609,1995,18-07-2023,4859.12,Payment,Cancelled,GBP,Jonesport,Online,7a0bb87b-a27c-4e32-bb87-079d64756dd2
312,1264,24-08-2023,8889.2,Deposit,Pending,EUR,Jonesstad,ATM,73ccead2-e9a3-4f3d-ac95-cf866f2a4c78
1102,357,10-08-2023,5446.8,Withdrawal,Cancelled,EUR,Jordanland,Online,03ad978d-cf5d-4fd5-9aa7-913f41279c95
1582,924,11-03-2022,4853.25,Transfer,Cancelled,GBP,Josephbury,ATM,0224e0a6-963f-490f-8c2b-01f4aa912daf
1988,1946,14-03-2023,8437.39,Transfer,Cancelled,EUR,Josephton,ATM,6db9092f-0c68-4f36-8393-ed03216b0833
597,1514,30-09-2023,1163.58,Transfer,Completed,INR,Joseville,Online,e98d95ed-1900-4911-954b-a4f56a4034fc
1323,1515,22-05-2022,2195.23,Withdrawal,Completed,GBP,Joshuaberg,ATM,634ada03-3c81-40cc-90f3-a55189c24b23
196,1390,17-02-2022,6414.56,Transfer,Pending,EUR,Joshuafort,Branch,03477102-cac4-4f87-b1a3-91042d8d7a24
1201,111,30-12-2022,3213.78,Transfer,Pending,EUR,Joshuafurt,ATM,33ce9a91-0ae2-4cef-ab57-4983c475e216
1842,1551,05-01-2024,288.82,Deposit,Pending,INR,Joshuaview,Branch,9544d594-694e-48c6-b34b-07126f05c211
1595,1338,12-06-2022,917.69,Transfer,Pending,EUR,Joshuaville,Branch,8fdfab51-d77b-4012-a9d6-f81b75dc73f3
54,1047,03-09-2022,8086.06,Withdrawal,Cancelled,GBP,Juanville,Online,cce95dd4-102d-43bd-9d06-532ba03aae8d
341,1544,05-11-2023,4714.4,Deposit,Pending,USD,Juarezfort,Online,a9289a66-6ac6-4496-b69b-992d1c49d2bc
1352,405,12-12-2023,3531.6,Withdrawal,Cancelled,INR,Julieview,ATM,80cb9828-cce7-4e1f-9890-80a29a15cf67
555,826,19-08-2022,3471.01,Payment,Completed,GBP,Justinview,Branch,c86c60b8-a535-4b9a-93a3-c9a65fc1af47
215,1469,24-07-2022,1375.5,Withdrawal,Pending,USD,Kathleenchester,Branch,f9cb7c6d-8754-4201-94f5-bb735bcd69c3
481,715,14-08-2023,2432.77,Withdrawal,Pending,INR,Kathrynfurt,Online,e95b336d-6504-4f6a-9065-e93143d47db2
296,4,13-07-2022,9709.13,Deposit,Cancelled,EUR,Kathyview,Branch,561639cf-6c09-4941-90a8-01c63296a341
673,544,16-06-2022,1454.75,Payment,Cancelled,EUR,Katiefurt,Online,c515bf69-5014-4c10-849e-4d9d3c81fa76
1745,107,08-08-2022,7457.23,Withdrawal,Cancelled,USD,Katrinachester,Branch,d029e219-f0be-499b-9898-3342a36e9017
724,1037,15-03-2022,8831.52,Withdrawal,Pending,GBP,Keithview,Branch,dc7dcd57-ad92-4708-8dae-b00c999ecbbb
1184,611,13-09-2022,1099.09,Withdrawal,Completed,INR,Kelliview,ATM,dc978472-0655-4d58-8e49-982c9807ba9d
278,789,20-03-2022,1251.66,Withdrawal,Pending,GBP,Kellyfort,Online,2c7f0533-224b-4820-a88a-ee80bce27888
159,604,28-04-2023,6894.13,Payment,Pending,USD,Kellyland,Branch,29aa0987-f813-4e57-8f9b-85cde0e58432
1587,1346,08-07-2022,4513.56,Withdrawal,Pending,INR,Kennedyburgh,ATM,2d2b5d67-d46c-4c70-bbdd-b88307fc84a4
1780,939,07-08-2023,6994.57,Withdrawal,Cancelled,EUR,Kennethchester,Online,6e8fe831-707b-44f0-8bdd-0d3624cb5f91
1021,1192,14-04-2022,5194,Withdrawal,Completed,EUR,Kennethfurt,Online,f9f924a0-cb44-499f-bf63-c5752cb3ec9d
1068,885,01-04-2022,1010.52,Transfer,Completed,USD,Kentchester,Online,b5736508-548d-43c8-ac4d-f281d794317c
1808,670,23-05-2022,342.65,Transfer,Cancelled,GBP,Kevinborough,ATM,e430cc0a-63c7-4f2c-8865-b2c2983e4638
575,753,10-03-2023,1198.07,Transfer,Completed,EUR,Kevinhaven,Branch,23632867-3904-4610-8d3b-f6a541931cc5
696,399,10-07-2022,247.38,Deposit,Pending,GBP,Kevinside,Online,7e0427fd-75b5-4533-9ff9-bd3fea7e3cee
1696,1703,08-07-2022,8315.51,Deposit,Cancelled,USD,Kevintown,Online,4cb38eed-a7a3-4167-815d-d45dffd68565
1383,1746,05-07-2023,2280.46,Deposit,Completed,USD,Kimberlyfurt,ATM,33eda925-82f0-4548-9f68-3d744b1033c1
1585,1030,05-04-2022,5305.22,Deposit,Pending,GBP,Kimberlymouth,Branch,48a53512-bc62-435c-8197-5056697b3d81
511,877,08-10-2022,9514.38,Deposit,Completed,EUR,Kimberlyshire,Online,d28be618-5804-425c-bd3d-387feaec3096
1382,1461,10-05-2022,4819.42,Deposit,Cancelled,GBP,Kimberlyshire,Branch,10b7b2c8-3cb4-49e1-a93c-ea027a14aad9
1222,1048,25-11-2023,1268.14,Withdrawal,Pending,EUR,Kingstad,Branch,8ca6f310-0e90-449b-9ddc-6e4addb7554a
1564,291,27-07-2023,973.81,Payment,Completed,INR,Knightville,Online,b4a0bebd-50ae-48eb-9466-6d1978ea098d
1563,1673,11-07-2022,5241.32,Withdrawal,Pending,USD,Knoxstad,Branch,6b91cddc-f718-46e5-9fda-42ce5296080b
1601,146,20-05-2022,2676.15,Deposit,Cancelled,EUR,Kristenhaven,ATM,8529785a-605d-4d82-964f-0f2b903787ff
661,875,02-12-2023,6321.11,Payment,Cancelled,GBP,Kristinafort,ATM,b9bb5957-bc2c-4228-8568-3929a620b014
1424,1329,14-06-2023,1749.12,Withdrawal,Pending,GBP,Kristinamouth,ATM,68003727-334f-4a8e-92e8-fd1427f16658
1976,1555,17-11-2023,8465.13,Withdrawal,Pending,USD,Kristinstad,ATM,25a34240-9f42-4c2d-a77a-1af4042228f2
1681,434,20-10-2023,9976.12,Withdrawal,Completed,INR,Lake Aaronmouth,ATM,4fc95085-3402-4b4c-bbf8-d5db906d16f9
1465,1925,19-12-2022,3568.83,Deposit,Pending,INR,Lake Abigail,Online,8f7b13a6-2fb9-4af4-9a61-6dbf84c2310f
1925,936,15-10-2022,3893.8,Withdrawal,Completed,EUR,Lake Alexahaven,Branch,dd038799-0559-4c5e-9bd1-979d0d33b684
1691,94,23-03-2023,1478.03,Deposit,Completed,EUR,Lake Allisonshire,Branch,6e102b9b-ef84-4f2b-8d7e-d1b47984d83e
1304,1943,11-04-2022,4438.5,Withdrawal,Completed,EUR,Lake Amanda,Branch,dd98aeac-021a-47af-887b-e5227259d06d
1013,382,26-06-2023,3384.19,Deposit,Cancelled,EUR,Lake Amandabury,Online,e3f3b27d-7dcd-4e6e-8d12-fc02bd2ce2cf
399,530,13-06-2022,1416.47,Payment,Completed,GBP,Lake Amy,Branch,208a1b67-4a48-4af8-b375-1af3293ce1e8
1701,1037,24-06-2023,1979.87,Withdrawal,Completed,INR,Lake Andrewmouth,Branch,35b937f8-1c35-4cfe-a91e-d8d73627c002
938,799,02-07-2022,5046.11,Transfer,Pending,EUR,Lake Angela,Branch,205edb01-606e-4189-86ad-a0b8fb6d6beb
1771,1476,02-05-2023,3647.24,Transfer,Cancelled,USD,Lake April,ATM,7f9ad440-dbdf-4d49-b65c-47940cc7ad80
865,1817,20-05-2023,7176.15,Transfer,Pending,GBP,Lake Baileyhaven,Branch,00fafe6d-743a-4f04-ae75-be3e3cec28a4
301,1101,11-05-2023,5619.22,Withdrawal,Completed,GBP,Lake Barbaraborough,Branch,61a7d2d3-d870-442e-980d-9af9da702c16
1468,912,18-06-2023,1240.52,Deposit,Completed,EUR,Lake Barbaraville,ATM,af45ea7a-a688-41d3-9ede-227ae908ee74
384,1675,28-05-2022,8304.15,Withdrawal,Pending,USD,Lake Beckyfurt,Online,8bab9ce8-479a-47e4-9fb6-cd9e765d772c
892,1614,09-03-2022,5912.12,Withdrawal,Cancelled,GBP,Lake Bethany,Online,fc5c7482-1fb1-4ba8-83f9-aa76fb18e238
1546,1161,16-07-2022,1843.41,Transfer,Pending,INR,Lake Brandifort,ATM,59642112-3e15-46a3-8c77-b702b7d312c5
880,72,17-05-2022,3241.74,Transfer,Pending,INR,Lake Brandon,Branch,ed8cf8a9-a07f-4949-b598-8ccd1a1d0256
1449,933,26-04-2023,6439.95,Withdrawal,Pending,EUR,Lake Brandonton,ATM,cfc181f2-9696-4ec0-a80c-195f3075ec40
429,1171,03-09-2022,1102.52,Transfer,Completed,EUR,Lake Brianchester,Branch,c7443b84-3d3a-4708-91c4-76791053e66a
1871,584,18-03-2023,6580.22,Withdrawal,Completed,USD,Lake Brianstad,Branch,1e95a77c-64b1-4f9f-bc8c-c7471cc797c6
382,277,09-10-2022,9445.15,Transfer,Pending,INR,Lake Brookeberg,ATM,6900ffa4-a7b7-48f1-a288-a62b5d64e876
100,1748,10-07-2023,8400.72,Payment,Completed,GBP,Lake Cameron,ATM,ccf681cb-1061-426c-874a-1f08e35e936e
12,1591,07-01-2023,6738.73,Deposit,Completed,EUR,Lake Catherine,Online,9a75d990-1e39-491b-b88b-bfe771415f03
1078,1290,15-11-2022,9836.2,Transfer,Completed,EUR,Lake Chad,ATM,718181d6-c94d-4ab0-bdcc-736b2b5c094e
801,517,03-06-2022,791.35,Deposit,Cancelled,USD,Lake Christinaton,Branch,0414f94a-441b-467a-894c-0cb9b267f410
467,1149,26-09-2023,2862.18,Withdrawal,Cancelled,EUR,Lake Christophershire,ATM,b346865a-ab0d-49fa-9066-30d07d4a3f5e
1532,974,17-01-2024,2772.33,Deposit,Cancelled,GBP,Lake Claudia,ATM,40e54151-0c3e-4177-bba8-3bc75667ddd2
881,885,07-05-2022,2741.25,Deposit,Cancelled,EUR,Lake Coreystad,Online,9d187896-39e8-4cb1-9828-121e3e0be2a7
1733,524,15-03-2023,2492.15,Transfer,Pending,EUR,Lake Courtney,Online,ae2e442d-826e-447f-9316-d5df2e9dcf41
658,1411,12-12-2022,1635.06,Transfer,Cancelled,USD,Lake Curtisland,ATM,15b34c25-f35c-468a-945a-1cc42351950c
975,148,20-09-2022,9398.41,Payment,Pending,INR,Lake Dana,ATM,d23854fd-3e4a-435f-9197-46f425794a04
932,1521,30-04-2023,9693.65,Payment,Cancelled,INR,Lake Daniel,Branch,cb9e653f-fce2-4365-ae83-565b5758cbd9
1886,32,24-01-2023,3335.31,Withdrawal,Cancelled,INR,Lake Daniel,Online,6426eb61-66cd-4656-961e-4fcbb83603cd
1335,743,12-02-2022,2165.07,Payment,Pending,EUR,Lake Danielle,Branch,e625fff6-96ba-40b2-9af3-fda3a218efdf
281,1466,30-01-2022,8049.2,Payment,Pending,INR,Lake Dawnshire,Online,0e4a0901-534c-4d6d-ae08-ae112dd879ab
1607,1874,26-05-2023,4522.39,Deposit,Cancelled,INR,Lake Deborah,Branch,f9e0dafc-2fb6-4300-9d0b-a85679a0cc28
608,1466,05-03-2023,5780.62,Transfer,Pending,USD,Lake Debraburgh,Online,93e70384-f0a3-4cf6-a217-e1b1b661fea9
961,405,29-03-2023,3574.88,Withdrawal,Pending,USD,Lake Derekfort,Online,4c85c1da-b9ed-4c03-9d85-b78d2b61dc1c
556,838,22-01-2023,4218.86,Payment,Completed,GBP,Lake Dianafort,Branch,573c9154-af54-4f1e-bb44-d1a72806dad8
1775,1823,02-02-2023,8174.02,Withdrawal,Cancelled,INR,Lake Donnaland,Branch,b5f935f8-25f6-4b43-a066-ebc562924419
1231,833,16-10-2022,8579.96,Transfer,Cancelled,INR,Lake Douglas,Online,7a8619ec-7ce2-405c-b0e0-c203d8c5208b
1611,1092,18-08-2023,9179.62,Payment,Completed,GBP,Lake Dwayne,Online,0239ffe8-a02d-4d98-9d51-51dda9486cd4
73,1923,10-06-2023,3043.35,Deposit,Pending,GBP,Lake Elizabeth,Branch,4e3bfa66-7b2e-4693-bb2c-57ca79d78f72
1242,624,21-02-2022,270.44,Payment,Cancelled,GBP,Lake Elizabeth,Online,8e011a1b-8848-4cb7-b685-f27bebfb1f90
1738,1170,15-05-2022,8181.39,Withdrawal,Completed,EUR,Lake Elizabeth,Branch,8ac8b912-63b3-4ee6-abea-e852e24bd2e6
1455,195,03-09-2023,9061.27,Deposit,Completed,GBP,Lake Elizabethchester,Online,234c3439-ed82-4f1d-b192-d15fa72348d1
818,977,05-11-2022,2529.04,Deposit,Pending,USD,Lake Emilybury,Branch,d8c6d9cf-4044-4ded-a6a9-bd6b8aaac8f9
1629,476,17-11-2022,1794.39,Withdrawal,Completed,EUR,Lake Ericabury,Branch,c9f30a0c-4799-4e5c-9c34-f2f14e53d4fc
1441,1282,16-04-2022,2654.36,Transfer,Pending,EUR,Lake Ericborough,ATM,ef64ad11-312f-4029-9465-75e3d7c1b6fe
1135,813,19-01-2024,4142.7,Withdrawal,Cancelled,GBP,Lake Erikaview,Online,101299ff-5321-4487-8d76-255dca6b546a
638,1985,10-10-2022,4695.32,Withdrawal,Pending,EUR,Lake Feliciaberg,ATM,5c7799d1-6904-4d4b-865f-41ffc5588a43
1945,1861,05-01-2024,338.39,Withdrawal,Pending,USD,Lake Gail,Online,dd2a0e66-9379-4704-b8ce-5a3fad329372
1732,612,07-07-2023,8910.29,Transfer,Cancelled,INR,Lake Garrett,Online,772c200b-7bd9-4055-8dc3-2738a365fc28
578,1198,28-09-2023,5778.51,Deposit,Cancelled,INR,Lake Gina,Branch,bdb24b93-0064-4af5-b8ef-60162bcd6d82
368,737,15-10-2023,5626.35,Transfer,Cancelled,EUR,Lake Hannah,Branch,94fe56c1-1d5d-4244-ba54-74937643e444
135,309,13-05-2023,6726.21,Withdrawal,Cancelled,GBP,Lake Hayleyhaven,ATM,aff33338-58b3-46d3-9db6-38d1e94f0620
323,1853,06-09-2023,7378.25,Deposit,Pending,EUR,Lake James,Online,25f330dc-6744-4fec-bc8a-f150b3a0f5f7
584,316,01-08-2022,7113.3,Payment,Completed,EUR,Lake James,Online,6386b0b6-9ba4-4035-aedc-b0adcc5e4fb5
1960,658,20-06-2023,1415.59,Transfer,Cancelled,GBP,Lake Jamesborough,Online,fb578f0f-81b1-4868-9d5a-77f6fe73ecb7
1534,1100,26-10-2022,9088.05,Transfer,Cancelled,GBP,Lake Jason,ATM,07e9be99-b896-4fd0-8c56-19cb5c977a65
1576,866,06-08-2023,4631.97,Transfer,Cancelled,EUR,Lake Jefferyton,Branch,0f37ed74-1933-448b-99ff-e41546a304f0
1234,826,06-03-2023,1093.51,Withdrawal,Pending,EUR,Lake Jeremy,Online,dd45849d-9229-4896-beee-56caa4f9cc1c
145,1355,08-11-2022,8740.44,Withdrawal,Cancelled,INR,Lake Jerry,ATM,f86c51f4-2eca-48f7-b97b-abc9e73a7814
1407,1414,22-07-2022,1894.77,Transfer,Cancelled,EUR,Lake Jessechester,ATM,759f36ec-f936-4418-8712-0267e40d198d
359,1138,02-07-2023,288.55,Deposit,Pending,INR,Lake Jessica,Branch,ac72277f-c225-4a57-a97b-2963d4c386f2
1202,170,09-11-2022,2832.87,Deposit,Cancelled,INR,Lake Jessica,Branch,8d129d4d-eb9c-48a4-b0c9-7905691be89a
83,1492,06-07-2023,1636.98,Transfer,Cancelled,EUR,Lake Jesus,ATM,8327e3bc-26ff-4d74-89c4-3d8abdc04f22
794,1049,23-05-2022,1357.09,Withdrawal,Completed,INR,Lake Joanna,Online,e646699d-a86e-4690-b03a-cff169c13878
644,1490,23-06-2023,5085.13,Deposit,Completed,GBP,Lake John,Online,41dd4d26-466a-436e-8013-cab93b97aa82
1992,1854,05-09-2023,2264.33,Payment,Completed,GBP,Lake Johnny,Branch,6aca904f-cda7-4b97-bfa5-bdcfd5232401
1435,1010,05-12-2023,5174.03,Withdrawal,Cancelled,EUR,Lake Jonathan,Online,c1cfb4b2-3953-4164-81a8-f31afc651ca4
354,1353,12-09-2023,2512.51,Deposit,Cancelled,USD,Lake Joshua,Branch,569772b5-706d-45d6-9441-d0d408bfa168
1655,1712,28-07-2022,6408.63,Transfer,Cancelled,EUR,Lake Joshuaport,ATM,05c9ef52-6b84-446d-a947-39fc21e05057
405,1261,24-05-2022,9730.92,Deposit,Completed,EUR,Lake Juan,Online,e1e443d8-92be-4524-b5b5-3f6fe13f5873
648,1820,07-04-2023,2090.29,Payment,Completed,GBP,Lake Kathleen,Branch,239c3c5c-f858-4ecd-a700-4e41272d001d
1975,615,16-03-2023,8751.7,Payment,Pending,INR,Lake Kathryn,Online,a43a483e-2075-457a-bf1d-82a84cd3096e
1095,747,07-12-2023,9238.75,Payment,Completed,EUR,Lake Kathrynville,Online,0d45e6b5-85cd-4b1e-910a-3e1758b62331
1015,1167,09-09-2022,3231.44,Payment,Pending,GBP,Lake Katiestad,Branch,e7d087ca-f3a1-4e6b-b552-db6191c66b08
1654,634,12-08-2022,410.5,Transfer,Cancelled,GBP,Lake Kayla,ATM,dce8160f-aab3-4684-8c01-6f93525febbd
1458,650,15-04-2023,6078.53,Deposit,Pending,USD,Lake Kaylaside,Online,70356a7c-4ef2-4285-b0c7-52f8d79532a5
1547,1686,05-09-2023,5937.55,Withdrawal,Pending,EUR,Lake Kennethside,ATM,4cc30f22-491e-4428-9661-4ba206f0b9c2
1985,1954,11-12-2023,8656.28,Transfer,Pending,GBP,Lake Kevin,Branch,26560b85-b5c2-4e93-9168-62d34a5677ca
